,Song_Name,onset_strength,chroma_stft,chroma_cqt,chroma_cens,melspectrogram,mfcc,spectral_centroid,spectral_bandwidth,spectral_contrast,spectral_rolloff,tonnetz,zero_crossing_rate,labels
219,Garhwali/Himanshu Rawat Music - Bunkhaal Kaalinka.opus,1.3896642,0.44145203,0.54994774,0.2563864521795143,5.7922506,-2.942578,3930.204253272133,4004.807896979157,20.815483378701,8055.956129566439,0.0017200707984262,0.082148346351553,2
220,Garhwali/Jaspal Rana - Phoolon Ka Beech Mein Phyoli.opus,1.6174139,0.36421818,0.48352998,0.2516890827971218,11.914241,1.9514639,2640.966827903224,2879.028097715535,21.762002251090102,4922.469385822209,0.007325850172058,0.060451608306359,2
221,Garhwali/Himanshu Rawat Music - Sajeelo Garhwal.opus,1.4896704,0.41232982,0.5458089,0.2560280922461011,4.068801,-4.401264,4699.618554557625,4431.306882430903,20.19089394481481,9510.366439195815,0.0127919297741544,0.1053949517986542,2
222,Garhwali/Himanshu Rawat Music - Mela Ki Chori.opus,1.4604734,0.47328022,0.5594606,0.2598462536074638,10.087145,0.9668755,3278.853560812505,3476.606419158109,20.68997565271605,6941.183491529269,-0.0245841158250812,0.065950885203953,2
223,Garhwali/Himanshu Rawat Music - Man Ki Baand.opus,1.4686254,0.48910812,0.5006758,0.2449321694917503,8.965136,0.39100242,4812.99135514319,4356.809156047589,21.6674620209552,10003.30747152211,0.0211315686051,0.1008390562984909,2
224,Garhwali/Himanshu Rawat Music - Gaon Ku Baatu.opus,1.4657804,0.37311187,0.4847832,0.2543910112629475,15.165285,2.646833,2590.941769885781,3104.61463031952,21.04641091821393,5705.727737188214,-0.0062900312637782,0.0500019019210818,2
225,Garhwali/Narender Singh Negi - Baith Basanti Baith Meri.opus,1.3746635,0.32383695,0.4461654,0.2462949655658637,4.750683,-1.5288054,3076.149827644378,3728.8997671220086,21.805990363540754,7145.375990976384,-0.0211842851608395,0.0538319704496153,2
226,Garhwali/Narender Singh Negi - Baaji Jailu.opus,1.5741875,0.38153335,0.50643337,0.2592366580538499,0.26489455,-8.549063,1884.1549548805565,2421.490586730062,20.083626074421407,3430.2532511742265,0.0049985046362044,0.040232037443287,2
227,Garhwali/Narender Singh Negi - Aandi Gari.opus,1.325462,0.32343495,0.47444308,0.2538809468869915,11.352045,1.0908676,3428.304252323523,3603.383744370763,20.729268815155688,7507.894106289587,-0.0146077295404568,0.0698330785513866,2
228,Garhwali/Narender Singh Negi - Aaj Va Dekhi Gari Maa.opus,1.4463437,0.3441113,0.47763845,0.2501598965686866,9.1706915,2.4486291,2335.858281367397,3057.056228544783,21.375139581069075,4714.088703023976,-0.0084959698250083,0.0459991433154577,2
229,Garhwali/Manglesh Dangwal - O Saiya Meri Kashimra.opus,1.4043429,0.41104543,0.6017582,0.2683999327183793,4.9257345,1.3845134,2158.1897292556264,2452.2379285199345,20.262821165712367,3936.563828829352,-0.0182090246827164,0.0538139013522109,2
230,Garhwali/Narender Singh Negi - Gvirala Foole Foolege.opus,1.1295952,0.33997554,0.37409815,0.2104343916760726,6.8170686,-9.734727,2762.555550232371,3231.876193407774,20.427867954274845,5786.946757230499,-0.0511923088068314,0.0565635420375493,2
231,Garhwali/Narender Singh Negi - GMO Ki Gari Syali.opus,1.4667825,0.3666339,0.46418175,0.2514415104608465,15.596915,1.5848243,3540.376667723931,3398.4471225385864,20.441894146987472,7257.467586789326,-0.0136206826059797,0.0869405783255077,2
232,Garhwali/Narender Singh Negi - Chham Chham Ghunghuru Vaajala.opus,1.5732393,0.35712904,0.521508,0.2619823522556518,6.3020763,1.8849577,3731.699724574624,3522.675513100444,21.262600591962983,7738.636535998382,-0.013917773693545,0.0950369769195766,2
233,Garhwali/Narender Singh Negi - Chakhuli Meri Fur E.opus,1.3657056,0.3573619,0.49467003,0.2559163086891931,7.7064176,2.397484,3581.257719930638,3921.107382882261,20.749852983310863,8139.41378537554,-0.0213727296711432,0.0761651163260044,2
234,Garhwali/Narender Singh Negi - Bavada Re Bavada Re.opus,1.4652133,0.34346128,0.47514695,0.2538398612641248,11.116649,2.2288647,2136.1097722520344,2407.148484774577,21.076986295317838,4122.837327789278,-0.0216426466030082,0.0510009864380338,2
235,Garhwali/Narender Singh Negi - Baithi Laali Motora Maa.opus,1.5381879,0.39919516,0.5188048,0.2574979741598118,3.2793896,-2.9802716,2776.880346148295,3038.860340384745,20.348309071531325,5697.236930383077,0.0053511600378022,0.0660075674857924,2
236,Garhwali/Narender Singh Negi - Main Ghas Katlu.opus,1.4818544,0.3255988,0.46185184,0.2495991601847389,9.131968,1.7654285,2035.180539077055,2289.052964139344,22.42249199729415,4413.274128522845,-0.0116047408275923,0.0455566964316826,2
237,Garhwali/Narender Singh Negi - Madhuri Madhvi Dekho Kiran.opus,1.4794848,0.35429734,0.4588227,0.2487207953182939,16.185686,2.8465247,3657.244746824332,3278.034429498485,20.723226883578675,6998.521034315074,-0.0050019918927331,0.0985292484459731,2
238,Garhwali/Narender Singh Negi - Kakh Harchi Hey Deedo.opus,1.3239342,0.2752378,0.3957437,0.2280611618477206,16.412895,-0.44785428,2697.761965928759,3061.7153063782503,19.76662108401141,5489.729861893664,-0.0165965724210312,0.0565812999410951,2
239,Garhwali/Narender Singh Negi - Kajrani Aakhi Teri.opus,1.4062961,0.3230565,0.4293779,0.2402327219681642,4.253562,-3.3608472,1338.7297471024303,1571.412427646053,21.06911418913761,2407.560483870968,-0.0220053340397938,0.0352334458496252,2
240,Garhwali/Narender Singh Negi - Hai Teri Rumaala.opus,1.4062961,0.3230565,0.4293779,0.2402327219681642,4.253562,-3.3608472,1338.7297471024303,1571.412427646053,21.06911418913761,2407.560483870968,-0.0220053340397938,0.0352334458496252,2
241,Garhwali/Narender Singh Negi - Pahada Unchi Dandi.opus,1.5702704,0.39072102,0.53593045,0.264443782398605,2.7616296,-0.48549697,3603.38105078061,3723.714692881673,20.331233168666976,7260.326694206887,-0.0226111785724658,0.0887508644819292,2
242,Garhwali/Narender Singh Negi - Nach Meri Chhadcchheni Baand.opus,1.4231329,0.36775747,0.46240368,0.2479810122101093,4.046859,-0.86101073,3142.277863524021,3583.3992338771923,21.725056339727303,7096.236906002899,-0.029586128334273,0.0628092369290445,2
243,Garhwali/Narender Singh Negi - Maya Judi Ge.opus,1.4330621,0.39718276,0.41957718,0.2400440043138846,4.592554,0.6505592,3596.6872710226385,3990.441753070153,22.39648445191957,8627.816674359252,-0.0162260832736436,0.0647238644385317,2
244,Garhwali/Narender Singh Negi - Maluk Ratkyalu.opus,1.4076483,0.43559304,0.54324925,0.2670724813522668,17.674006,6.9837976,2249.2244561124744,2973.5855223455687,19.61559242920672,4707.585927252386,0.0026541111145701,0.0439401384593374,2
245,Garhwali/Narender Singh Negi - Maish Bheji Ki Lai Ni.opus,1.4463437,0.3441113,0.47763845,0.2501598965686866,9.1706915,2.4486291,2335.858281367397,3057.056228544783,21.375139581069075,4714.088703023976,-0.0084959698250083,0.0459991433154577,2
246,Garhwali/Narender Singh Negi - Maini Janya Naipal.opus,1.5236732,0.38271275,0.51917166,0.2601658704681089,19.477274,1.1908969,3309.0661641136794,3448.055223258166,20.37469963905921,6859.00169254496,6.583592059076285e-05,0.0693692247621288,2
247,Garhwali/Narendra Singh Negi - Goulama Baduli.opus,1.4162879,0.30524135,0.42941928,0.2409486221255347,0.7853577,-5.7682943,2485.0481227187,3249.1235467912497,21.325565424599784,4997.287989062994,0.0291031868090867,0.0474205457971909,2
248,Garhwali/Narendra Singh Negi - Ghuguti Ghuron Laigi.opus,1.4664788,0.28237405,0.39504877,0.2345568219691021,3.590483,-4.5439396,2942.0798132224263,3546.6080347275324,22.20672899702042,6589.972843753386,-0.008076041699116,0.0515543134808303,2
249,Garhwali/Narendra Singh Negi - Ghar Bati Chitthi Aegyayee.opus,1.3771698,0.31768242,0.480467,0.256254567365308,5.293725,-4.414097,1542.8716820363838,1364.9381741671164,20.436185532664343,2727.8633355294683,-0.0128552544928784,0.048652637958755,2
250,Garhwali/Narendra Singh Negi - Bhandi Dinu Ma Dikhe.opus,1.3635557,0.31213778,0.3976302,0.2354694436019197,2.1272337,-4.904402,1876.6477976676035,2470.673161411906,21.532427480945355,3632.883510547076,0.0101125380761601,0.0365807734924326,2
251,Garhwali/Narendra Singh Negi - Barkha He Barkha.opus,1.381334,0.31184956,0.4355303,0.2382552130843735,9.777258,-2.0489185,2481.4902702389936,2775.784922406985,19.96946613900388,4538.906895815862,-0.030983605882034,0.0629221640961947,2
252,Garhwali/Narender Singh Negi - Sher Ka Bacha Jab.opus,1.2744248,0.34340352,0.4086831,0.2323369464419932,8.459116,-0.69354814,1338.2267020103666,1587.9137692291324,21.68069836986104,2614.1742129889485,-0.0216469497956158,0.0317596300285965,2
253,Garhwali/Narendra Singh Negi - Mor Moriki Maand Pelya.opus,1.2343974,0.33723187,0.45109853,0.240757307242547,0.8279895,-5.8591433,2076.463221729329,2653.4458304551763,21.680291635692036,4243.572088433989,0.0090150063677,0.0445635860728146,2
254,Garhwali/Narendra Singh Negi - Khojyali Min Khojyali.opus,1.3902775,0.27249578,0.40805042,0.2408244675375986,10.35369,-4.059209,1413.669612833357,1311.3519949365038,21.10489242511868,2414.064846565879,-0.0108765930252075,0.0438225088856627,2
255,Garhwali/Narendra Singh Negi - Jai Jai Bola.opus,1.442236,0.35915604,0.49762255,0.2543333660792669,1.4763167,-2.1282427,1544.041471481131,1916.2219478419088,20.92051505807658,2895.324926088977,-0.0261221655980631,0.0388813156202393,2
256,Garhwali/Narendra Singh Negi - Ini Holi Ke Uni Holi.opus,1.5911198,0.28061995,0.37803265,0.2352058270931539,3.69053,-5.905573,1875.5322922713003,2018.9373351772424,22.05669988553582,4022.745145258636,0.041928497719063,0.0422895484003648,2
257,Garhwali/Narendra Singh Negi - Hari Tori Kakhari.opus,1.4351933,0.32269153,0.44232497,0.2472949074793086,0.8125054,-6.0858464,2483.942293206385,2836.30001888208,20.97955964053165,4914.093506458364,-0.0185072536531139,0.0568721751237251,2
258,Garhwali/Narendra Singh Negi - Saun Bhadogi.opus,1.4188735,0.31136432,0.44356337,0.2471901487640433,1.2009058,-10.133201,1970.4927776073853,2344.1826120379674,21.56598754233784,3649.7528919198894,-0.0205252620416012,0.0451478062413674,2
259,Garhwali/Narendra Singh Negi - Saat Paanch Benyoma.opus,1.2992146,0.3784116,0.4350582,0.2321476079304924,3.3943558,-0.46724382,2519.733359330334,3195.508088771303,21.517748101409666,5253.353841153226,0.0411307150039277,0.0504705810131038,2
260,Garhwali/Narendra Singh Negi - Rai Maasi Ko Phool.opus,1.3492095,0.32418343,0.48000184,0.2513029974200157,0.33351216,-7.6147923,1912.0357232194508,2317.3289440677518,20.47226106038897,3557.43394612502,0.0094591214518839,0.0452580871233978,2
261,Garhwali/Narendra Singh Negi - Phooli Jaali Jaai.opus,1.4262135,0.3789136,0.48640415,0.2484648703567165,7.889769,0.17594886,2293.9938806546093,2665.96725155825,22.015506343771712,4647.639982955592,-0.005778544711622,0.0532245156835421,2
262,Garhwali/Narendra Singh Negi - Parsi Dekhi Chhajjam Chhai.opus,1.4168825,0.35219598,0.49625948,0.2551336114959254,2.159734,-2.7831473,2289.052550272228,2746.4010035001497,20.988053032312653,4691.00319159328,-0.0262166370275858,0.048592298261812,2
263,Garhwali/Narendra Singh Negi - Otuwa Belena.opus,1.4924661,0.3089121,0.47767192,0.2528401449808377,0.14188719,-12.437484,2040.5712915061297,2462.7919644072845,20.54929741691176,3762.9941877938654,0.0235141350507661,0.0484636750682905,2
264,Garhwali/Narendra Singh Negi - Nat Roop Ch Na Rang.opus,1.3632476,0.28364885,0.4483566,0.2482799641231127,10.538621,-3.0831141,1303.5761733696777,1266.2652242928282,20.52317292481801,2211.520308194714,-0.0340358129344346,0.0398163901716161,2
265,Garhwali/Narendra Singh Negi - Naagni Baazar.opus,1.4302992,0.3058007,0.4729554,0.2505514252354652,0.46706596,-4.8970704,2997.6748082090803,3503.7266073278265,21.176651173278888,6210.6234708144,-0.0042983113622128,0.0614407393551691,2
266,Garhwali/Narendra Singh Negi - Na Ukaal Na Udaar.opus,1.4576101,0.3865429,0.47603098,0.2527234557115472,2.7894695,-2.4419243,1299.9584158921996,1578.5117582951198,20.494233637461416,2482.6596712337746,-0.0061110566773267,0.0328260210436606,2
267,Garhwali/Narendra Singh Negi - Tumari Maya Maa.opus,1.4945121,0.31050488,0.45693994,0.2516452391037556,8.924917,-0.7123359,1753.0346904671414,2242.7430860809336,22.057003277530917,3458.192624140395,-0.0077010568472352,0.0383194885953454,2
268,Garhwali/Narendra Singh Negi - Titri Fase.opus,1.5208343,0.31940773,0.4825303,0.2585988137413967,0.87433153,-6.0849853,2376.1225653054425,2869.143844417126,20.624127496887148,4608.530819186511,-0.0232210689272522,0.0530781913132334,2
269,Garhwali/Narendra Singh Negi - Thando Re Thando.opus,1.4170994,0.4201645,0.43189287,0.2343629809304323,22.106943,5.8126483,3331.2495786750715,3697.920856722103,20.00940968870737,7299.552494216887,-0.02921926179135,0.0695875076027998,2
270,Garhwali/Narendra Singh Negi - Teri Sainshan.opus,1.4977483,0.29900014,0.44925582,0.2498248488400463,0.86284274,-5.293092,1467.4836209532016,2172.736051500632,21.39309674540446,2403.682238994646,-0.0164706902379663,0.0355747654686739,2
271,Garhwali/Narendra Singh Negi - Swee Sai Na Khabar Kai.opus,1.4317572,0.31030196,0.463253,0.2494739507844549,1.0910072,-5.0847692,2578.4326127075574,3141.6145874129147,20.63864381859984,5158.827766881171,-0.0174077321908688,0.0553110944983765,2
272,Garhwali/Preetam Bhartwan - Mohna Teri Murli Baji.opus,1.4227238,0.30944857,0.43058655,0.2388691720272975,0.61249804,-10.305216,3058.412156989143,3447.811810677001,21.82135996542383,6318.98616682594,0.0123715210127954,0.0679523401212052,2
273,Garhwali/Preetam Bhartwan - Mijajiya Meri Saunjadiya.opus,1.44981,0.37057832,0.5418897,0.2674153418954376,0.8039662,-3.6734362,3097.9288947140903,3594.482757634411,21.150038722318392,6661.06951320132,0.0022460467641756,0.0601293811021727,2
274,Garhwali/Preetam Bhartwan - Gajiya.opus,1.4447544,0.3593247,0.44775394,0.24295200170903,9.877461,0.44476348,3278.499165700493,3418.824718887385,21.353473062920663,6794.318812715907,-0.0115556324590278,0.0659559345783983,2
275,Garhwali/Preetam Bhartwan - Gailya Dhanuli.opus,1.4826112,0.29072815,0.4295856,0.2433153329698867,0.8293003,-5.694036,2457.935145607308,3164.251455056337,21.42667579029093,4773.160196810765,0.027996957664058,0.0474949830196634,2
276,Garhwali/Preetam Bhartwan - Dhaar Ma Ki Jon.opus,1.5468369,0.2817837,0.44548273,0.2511888586166299,0.85967004,-5.5720725,3216.7771324767564,3757.8139782095154,22.069791234914597,7046.083815669487,-0.0204033122136444,0.0616025831436179,2
277,Garhwali/Preetam Bhartwan - Baand Amrawati.opus,1.4138092,0.3190497,0.4827477,0.2554725644876849,0.8383939,-4.49509,2594.202079223409,3104.3309798871555,21.55805693096637,5361.746220428561,-0.0044478080015992,0.0516545058056793,2
278,Garhwali/Preetam Bhartwan - Teri Dini Samaun.opus,1.4890997,0.32268906,0.46484137,0.2528311942071964,0.8096374,-5.422645,2719.503519080708,3225.4267964889214,20.8621865173604,5648.207348656523,0.0168714302592953,0.0567209250566526,2
279,Garhwali/Preetam Bhartwan - Taunsa Bau.opus,1.3934826,0.25475717,0.399414,0.2347457119904494,0.86022604,-8.592492,1803.903742959866,2589.486120114114,21.93124972369978,3060.0625941144945,0.0338986267461123,0.0398066924178811,2
280,Garhwali/Preetam Bhartwan - Sundira Chhori.opus,1.5002717,0.31107804,0.48936254,0.2532140319130093,0.77544755,-6.891387,2347.452736323318,2903.34560063882,20.87822825169279,4500.828318255387,0.0093429543527129,0.0510252254897816,2
281,Garhwali/Preetam Bhartwan - Sobni Tu Chhali Baachin.opus,1.4732571,0.3597145,0.48826084,0.2530643182507333,0.7241878,-4.47746,2806.2463567829177,3291.2902465429,20.863971979471483,6148.705702970435,-0.0191429524508009,0.0594271493681556,2
282,Garhwali/Preetam Bhartwan - Saruli Meru Jiya Lagige.opus,1.5056661,0.27811405,0.43457526,0.2449287916548076,0.8529533,-6.7316175,2629.6428223016123,3051.9309531487197,21.973430246628368,5198.842643619774,0.0020180734397297,0.0572975663378874,2
283,Garhwali/Preetam Bhartwan - Runjhun Barkha Lagi Chaumasi.opus,1.3725806,0.28828585,0.43518895,0.2451150738746839,3.4907074,-5.8257565,1942.530342459528,2256.4110475353546,22.18670059678433,3441.141465631388,-0.019451021068938,0.0476636590622677,2
284,Garhwali/Preetam Bhartwan - Rajuli Teri Sona Ki Latulyu Maa.opus,1.4929625,0.34348163,0.51374954,0.2599181514653716,1.0421264,-4.0097566,3811.2098051558,4240.275700652049,20.969817148153165,8281.087275362717,-0.0071786510931135,0.0754246672946664,2
285,bhajan/Anup Jalota - Hridaya Banalo Bhakto.opus,1.4331919,0.33368006,0.43621135,0.2414555698966115,0.31505314,-8.77841,2157.0646656644267,2168.205265099876,20.69435035851333,4415.562980939108,-0.0031943886806625,0.0597548437438655,3
286,bhajan/AR Rahman - O Paalanhaare.opus,1.2110603,0.30380934,0.35664627,0.208086628126569,2.8966753,-6.0664735,2559.3143094162683,3565.177061161817,21.20558698999809,5541.176040945291,0.0169617873616809,0.0403080567758829,3
287,bhajan/Anup Jalota - Kanha Teri Murli Ki.opus,1.4679254,0.32697284,0.43036327,0.2443954327628283,0.44034058,-8.531568,2076.9238899386023,2104.937835277275,20.278768863926334,4243.749279178841,0.0246207140731691,0.054638994742811,3
288,bhajan/Anup Jalota - Payoji Maine Ram Ratan Dhan.opus,1.3362547,0.3727503,0.43009052,0.2389074090972089,1.408816,-7.178941,2330.1643827755724,2975.968682660749,21.04885053909301,4613.544742144735,0.0300203502315134,0.0468442311888496,3
289,bhajan/Anup Jalota - Aisi Laagi Lagan.opus,1.3458681,0.37437585,0.39699113,0.2307413018439681,6.6281023,-3.586506,2099.368553777223,2199.3866016214333,21.88369649871068,3856.9804110887007,-0.0216762499378372,0.0575213126032016,3
290,bhajan/Anup Jalota - Ae Malik Tere Bande Hum.opus,1.3229555,0.36408085,0.45494306,0.2391374106923477,11.62383,2.6874206,3054.66348834613,4035.683500161619,20.37661085702759,6591.276721090726,0.0062916877200752,0.0542111196294815,3
291,bhajan/Anup Jalota - Bol Pinjare Ka Tota Ram.opus,1.4365548,0.34963638,0.44713876,0.2433892105065072,3.918775,-1.6890255,2983.984647261266,3087.3755676658097,21.32787115297912,6054.721224772479,0.0121091014817456,0.0733276619797345,3
292,bhajan/Anuradha Paudwal - Naam Hai Tera Taranhaar.opus,1.5648556,0.31799787,0.45677647,0.2479758979972038,1.5522716,-5.5230894,2701.1515573790884,2239.8575015332253,23.151270777625047,5028.154135507151,0.0071202735349743,0.0824981005792404,3
293,bhajan/Anup Jalota - Sukhkarta Dukhharta (Siddhivinayakji Ki Aarti).opus,1.3484143,0.4068318,0.4232492,0.2392928238301366,6.6061273,1.036722,2860.443649087681,3214.561748097248,20.538909284914403,5850.513296832225,0.0290787050545377,0.0624726547223308,3
294,bhajan/Anup Jalota - Thumak Chalat Ramchandra.opus,1.543687,0.45721588,0.34843498,0.2243937012332237,4.4797063,1.7886575,2475.0809130616776,3075.7324522239114,21.69357469467474,5425.796485818393,-0.0641931086742838,0.0433141787466213,3
295,bhajan/Asha Bhosle - Sancha Naam Tera - From Julie - Soundtrack Version.opus,1.3463572,0.2717214,0.396947,0.2388058526161491,3.7592597,-4.94422,1531.801837505003,1634.9006528770124,21.047513704854907,2909.002386527377,-0.0044106921377525,0.0391275455353926,3
296,bhajan/Bhaiya Krishan Das Ji - Mera Aapki Kripa Se.opus,1.3519346,0.37896723,0.51643014,0.2563033122659291,1.3573037,-4.9510407,2411.575127200416,2525.0796419706558,21.51709757046182,4800.005600916061,-0.0322435980247953,0.0655465968989594,3
297,bhajan/Bhakti Marga - Sriman Narayana.opus,1.4078225,0.3267575,0.4278102,0.234440729756334,1.391339,-4.9864006,2335.203254535321,2884.175824709308,20.999559125824096,4955.906819510999,0.0016259021842879,0.051396709511659,3
298,bhajan/Bhimsen Joshi - Jai Durge Durgati Pariharini.opus,1.2629745,0.3457732,0.40037122,0.2293859234202806,1.1028655,-2.827333,2007.4969386881971,2437.414583458652,20.562247618705744,3973.920257379162,-0.0063784996287803,0.0426850019888078,3
299,bhajan/Bipin Sachdeva - Jaise Suraj Ki.opus,1.5024484,0.3779031,0.45269346,0.247738609269097,9.2285595,0.08846999,2789.4189639950346,2856.1852827657776,21.362462106607985,5346.094627241485,0.0063797257617912,0.0769024775957841,3
300,bhajan/Bhimsen Joshi - Chalo Ri Murali Suniye.opus,1.3641052,0.3391372,0.41992894,0.2397872192146988,5.742131,2.101597,4020.992923161791,4176.687094690279,21.77932929889956,8511.103252568731,-0.0337178146256651,0.0872269638642044,3
301,bhajan/Hari Om Sharan - Ramji Ke Naam Ne To Pathar Bhi Tare.opus,1.3720369,0.34897032,0.39443162,0.2342612299133049,1.872951,-4.021345,2325.946435599956,2639.517598578622,21.25598433878883,4448.540599972108,0.008300290655499,0.0535570035138662,3
302,bhajan/Kanhiya Mittal - Rangli Rangli Chunariya Tere Naam Balaji.opus,1.5310133,0.38911173,0.46549526,0.2460253503996018,15.760384,2.1735625,3208.591585201159,3726.949819945457,21.179453136089364,7090.60688424093,-0.0098761227173358,0.0580669845971863,3
303,bhajan/Hariharan - Subah Subah Le Shiv Ka Naam Kar Le Bande Ye Shubh Kaam.opus,1.2683715,0.29916742,0.34165487,0.2169090248604575,13.815559,-3.059006,1617.7209055340802,1908.4143198887248,22.08202509518206,2855.9123521027905,0.0333557405435851,0.0384556245702744,3
304,bhajan/Kanhiya Mittal - Hara Hu Sath Nibhao Na Baba Haare Haare 3.opus,1.3349862,0.3722967,0.4695753,0.247840646965592,4.098453,0.9934351,2855.518417339673,3568.4992153518783,21.587101688267605,6516.645280449918,-0.0187377681345071,0.0494928681256082,3
305,bhajan/Jagjit Singh - Hey Ram.opus,1.2186853,0.36229128,0.38116857,0.2242111145647367,0.7781545,-5.2712946,2040.9663260290367,2446.3882338446583,20.045393709675626,3936.152131621656,0.0411963320412978,0.0481820072575527,3
306,bhajan/Hariharan - Shiv Shankar Ko Jisne Pooja.opus,1.3986189,0.29880702,0.40382612,0.2377117747511513,4.91058,-4.1812773,1785.968840610858,2052.0351331052607,20.780401295886897,3220.7904678522773,-0.0230386892460424,0.0437791875518272,3
307,bhajan/Kanhiya Mittal - Khatu Ji Jaane Ko Jee Lalchata Hai.opus,1.4760414,0.45080987,0.4652564,0.2466707682286958,12.835844,3.8775086,2490.317987387736,3362.159059257745,21.387193916718005,5609.147656562087,-0.0045940509890925,0.0417896159744415,3
308,bhajan/Kanhiya Mittal - Mera to Sahara Shyam Tu Hai.opus,1.3827345,0.3948763,0.42611626,0.2410700293757115,6.6433325,1.7044783,3567.794316032731,4178.462734765373,22.044280801197026,8056.18305897789,0.0187425695801841,0.0711535701781526,3
309,bhajan/Madhushree - Pal Pal Hai Bhaari.opus,1.3190496,0.3488707,0.41093877,0.2346406352360634,7.317286,-2.0695026,3113.331866060897,3544.3528421529472,20.88978724375516,6228.549896922044,0.0108779463531129,0.0659777573353149,3
310,bhajan/Mukesh Bagda - Mera Apki Kripa Se.opus,1.4677188,0.37330532,0.4050908,0.2374755852161137,5.8625245,1.0387466,3028.4276387594864,3213.4288162220364,21.89632053197256,5952.32644935274,0.0033304587988898,0.0695758428033414,3
311,bhajan/Kanhiya Mittal - Subah Subah Jab Bhi Meri Aankhe Khulti Hai Bhajan.opus,1.4779992,0.38741308,0.37064165,0.2237312747773628,8.755484,2.5879116,2366.144586624893,3246.685818939849,20.974284204963425,5070.199700099854,-0.0195349372510621,0.0395574622721231,3
312,bhajan/Mahendra Kapoor - Ramchandra Kah Gaye.opus,1.3560911,0.31143346,0.42278266,0.2474545501595996,2.6836083,-4.7975497,2188.3750767824104,1996.5265541707736,21.105890836710174,4541.110669946853,-0.0065629098135468,0.0591405422817015,3
313,bhajan/Lata Mangeshkar - Tum Hi Ho Mata Pita Tumhi Ho.opus,1.2873454,0.27075696,0.35416496,0.2252344783958166,3.4007373,-8.147168,1656.242613395771,1669.4662176979318,20.94672403059693,2928.96125286137,-0.018633721764701,0.0486417379246692,3
314,bhajan/Nitin Mukesh - Om Jai Jagdish Hare.opus,1.4204065,0.39174315,0.4087488,0.2346275741732318,1.1068062,-4.459289,1456.073975248892,1767.6471958008012,21.68391372715305,2761.527239159737,-0.0082440450588623,0.0341731952289705,3
315,bhajan/Naresh Pawar Bikaneri - Kesar Chandan Tilak Lagao.opus,1.3773682,0.38208616,0.35421813,0.226889143397154,5.5635104,3.5604436,2222.792237731381,2458.402529902132,21.91561309245497,4467.4844080924,-0.0246589202045565,0.0530136282007277,3
316,bhajan/Nitin Mukesh - Jai Shiv Omkara.opus,1.2975056,0.36821932,0.42466584,0.2386452391013354,3.2280521,-2.2242377,2579.7434151350835,2770.1200500816904,21.55672423549119,5144.475029492725,0.0059610423331761,0.0603144853826681,3
317,bhajan/Naresh Pawar Bikaneri - Teri Seva Mili Jo Baba.opus,1.3900439,0.39665186,0.40323073,0.2264955930830803,5.134397,1.2806917,2136.7184971333286,2466.0918664727315,22.03221542866424,4245.209750773813,-0.0103697470079932,0.0491099211404251,3
318,bhajan/Narendra Chanchal - Meri Maiya Ne.opus,1.4018846,0.39961144,0.48901865,0.2526641196033759,8.222409,-2.0128717,1851.6909441286336,2538.507364333085,19.990531561535462,3434.420844676346,0.0181724814280268,0.0408414058758381,3
319,bhajan/Naresh Pawar Bikaneri - Mila Mujhe Teri Kripa Se.opus,1.334825,0.3398932,0.41257447,0.2361861959524996,5.190814,0.46943837,2124.324384750965,2505.751917993365,21.585866529226507,4324.639022101752,-0.0288180894336516,0.0498744822408096,3
320,bhajan/Pappu Sharma - Hum Jane Pahchane Hain Kanihya Tere.opus,1.4723223,0.36279815,0.5092573,0.2568837329102825,1.4684598,-1.7272588,3274.8435884404958,3785.664098762949,20.740424038558505,6871.476202244102,-0.0128327169328948,0.0702748071270523,3
321,bhajan/Pappu Sharma - Agar Hum Par Ho Jaya Kirpa Tumhari.opus,1.4801551,0.41345865,0.56133777,0.2675681625738718,14.743076,5.4367933,3458.8663140779745,3743.745282325877,20.73086827005117,7462.662495486236,0.0195795172406872,0.0779372746373364,3
322,bhajan/Pappu Sharma - Shyam Dhani Ke Male Main Jana.opus,1.4801551,0.41345865,0.56133777,0.2675681625738718,14.743076,5.4367933,3458.8663140779745,3743.745282325877,20.73086827005117,7462.662495486236,0.0195795172406872,0.0779372746373364,3
323,bhajan/Pappu Sharma - Rang De Chunirya Shyam Naam Ki.opus,1.3562204,0.3554713,0.39885265,0.2329204229055537,8.216271,3.2688375,2946.418743157098,3353.26206591689,21.89837854389418,6005.80252205693,-0.004795346099674,0.0679629137686759,3
324,bhajan/Pappu Sharma - Hum Hain Balak Tumhare Tum Ho Malike Hamera.opus,1.408782,0.36853734,0.47252184,0.2474153993969467,1.5044004,-1.5535104,2736.5408729734527,3420.4625505250115,20.981161942560835,5625.369078179954,-0.0142542980400559,0.0558221513322714,3
325,bhajan/Sadhana Sargam - Ae Malik Tere Bande Hum.opus,1.2617159,0.31091627,0.35411954,0.2126953305209914,5.6158667,-3.4476278,2359.516062844664,2617.045863919117,21.48303291303513,4595.070528011503,0.0152992721800984,0.0565512012478032,3
326,bhajan/Ravindra Jain - Jai Shiv Shankar Jai Mahadeva.opus,1.354181,0.33189404,0.38466942,0.2329852841888524,3.4008763,-1.5776218,3116.275482215373,3652.669151568808,22.27928347079776,6863.504800451808,0.0277492692167968,0.0618161451017411,3
